item,name,type,category,subcategory,label,title,page_length,num_links,mean_sitelinks_count,median_sitelinks_count,std_sitelinks_count
http://www.wikidata.org/entity/Q11568,Darwin,entity,geography,city,cultural exclusive,"Darwin, Northern Territory",47059,391,40.130548302872064,10.0,62.275381701101615
http://www.wikidata.org/entity/Q1170050,Das Pfennig-Magazin,concept,media,magazine,cultural exclusive,Das Pfennig-Magazin,3268,14,93.66666666666667,38.0,108.5106241598285
http://www.wikidata.org/entity/Q851746,dashi,concept,food,dish,cultural representative,Dashi,1261,21,32.421052631578945,28.0,20.352979322767943
http://www.wikidata.org/entity/Q3242920,data protection authority,concept,politics,government agency,cultural agnostic,National data protection authority,377,5,127.4,69.0,115.2711585783712
http://www.wikidata.org/entity/Q688416,database right,entity,politics,law,cultural agnostic,Database right,5936,17,35.875,28.5,35.09785427914362
http://www.wikidata.org/entity/Q31273854,dataism,entity,philosophy and religion,philosophical movement,cultural agnostic,Dataism,3929,11,81.5,67.5,63.553520752197514
http://www.wikidata.org/entity/Q44158,Dave Bautista,entity,films,film producer,cultural representative,Dave Bautista,39841,280,32.53333333333333,19.0,40.436104146152836
http://www.wikidata.org/entity/Q183337,David Attenborough,entity,biology,biologist,cultural representative,David Attenborough,46307,356,40.720461095100866,21.0,51.04617011452356
http://www.wikidata.org/entity/Q192,David Cameron,entity,politics,politician,cultural representative,David Cameron,92903,592,45.00677966101695,20.5,59.073352461032286
http://www.wikidata.org/entity/Q1628,"David Cecil, 6th Marquess of Exeter",entity,politics,politician,cultural exclusive,"David Cecil, 6th Marquess of Exeter",5044,66,52.58730158730159,28.0,68.59881875067828
http://www.wikidata.org/entity/Q65468,David Chytraeus,entity,history,historian,cultural exclusive,David Chytraeus,1437,17,68.0625,77.5,42.922122428300305
http://www.wikidata.org/entity/Q2071,David Lynch,entity,films,film producer,cultural representative,David Lynch,76110,444,44.235827664399096,35.0,43.73237186606193
http://www.wikidata.org/entity/Q3018644,David Production,entity,comics and anime,animation studio,cultural representative,David Production,1176,14,60.0,29.5,78.53115851140143
http://www.wikidata.org/entity/Q14715,Davor Slamnig,entity,literature,writer,cultural exclusive,Davor Slamnig,4326,40,64.04545454545455,34.5,71.71057819313262
http://www.wikidata.org/entity/Q154005,Day of the Holy Innocents,entity,gestures and habits,tradition,cultural exclusive,Day of the Holy Innocents,12320,106,67.61,44.5,70.81862678702547
http://www.wikidata.org/entity/Q107434367,de-nominalist church,concept,philosophy and religion,religious movement,cultural exclusive,Denomination (religion),6229,81,87.5125,61.5,73.95944729208027
http://www.wikidata.org/entity/Q5245481,dead house,concept,architecture,building,cultural agnostic,Dead house,1708,20,79.45,35.0,92.29597770217292
http://www.wikidata.org/entity/Q177982,Deadheading,concept,transportation,transport,cultural agnostic,Deadheading (employee),406,0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q498635,Deaflympics,concept,sports,recurring sporting event,cultural agnostic,Deaflympics,6989,45,105.47727272727273,59.0,97.25259721616311
http://www.wikidata.org/entity/Q55639561,Death-positive movement,entity,philosophy and religion,philosophical movement,cultural agnostic,Death-positive movement,3084,18,15.61111111111111,8.5,18.92716709708528
http://www.wikidata.org/entity/Q3070448,Deauville Asian Film Festival,entity,films,film festival,cultural exclusive,Deauville Asian Film Festival,276,1,55.0,55.0,0.0
http://www.wikidata.org/entity/Q3042309,Debaa,concept,performing arts,dance,cultural exclusive,Debaa,1490,8,119.25,130.0,72.78349744275828
http://www.wikidata.org/entity/Q152159,Deckle-edge,concept,books,book,cultural exclusive,Deckle edge,2462,8,25.428571428571427,19.0,35.82838915424129
http://www.wikidata.org/entity/Q5249625,decorative laminate,entity,architecture,building material,cultural agnostic,Decorative laminate,8091,22,29.45,13.5,35.12047123829633
http://www.wikidata.org/entity/Q1182135,Dedes,concept,philosophy and religion,religious leader,cultural exclusive,Dede (religious figure),2329,14,81.3076923076923,44.0,100.87187960316074
http://www.wikidata.org/entity/Q216279,deep ecology,concept,philosophy and religion,philosophy,cultural agnostic,Deep ecology,22070,67,51.84375,41.5,46.70693830618209
http://www.wikidata.org/entity/Q749381,Defense Threat Reduction Agency,entity,politics,government agency,cultural exclusive,Defense Threat Reduction Agency,12467,117,75.93162393162393,35.0,92.56688286501686
http://www.wikidata.org/entity/Q266180,Defiance Records,entity,music,record label,cultural exclusive,Defiance Records,427,5,85.75,74.5,43.968028156832325
http://www.wikidata.org/entity/Q582456,Defqon.1 Festival,entity,music,music festival,cultural exclusive,Defqon.1 Festival,2563,20,107.5,64.0,106.6670052077961
http://www.wikidata.org/entity/Q1183120,Deichbrand,entity,music,music festival,cultural exclusive,Deichbrand,3250,10,70.1,64.5,40.76628508951975
http://www.wikidata.org/entity/Q620629,deism,concept,philosophy and religion,religion,cultural agnostic,Deism,28870,188,63.32795698924731,39.5,61.98547326451664
http://www.wikidata.org/entity/Q682863,DELAG,entity,transportation,transport company,cultural representative,DELAG,11803,58,73.2280701754386,40.0,75.35227619557836
http://www.wikidata.org/entity/Q5253245,Delaware Center for the Contemporary Arts,entity,visual arts,art gallery,cultural exclusive,The Delaware Contemporary,671,4,69.0,69.5,16.015617378046965
http://www.wikidata.org/entity/Q19713851,Delegation of the Government abroad (Catalonia),concept,politics,government agency,cultural exclusive,Delegation of the Government abroad (Catalonia),17917,116,65.76785714285714,37.5,78.56298453002728
http://www.wikidata.org/entity/Q2312129,delicacy,concept,food,food,cultural representative,Delicacy,786,9,112.88888888888889,66.0,115.97743501258667
http://www.wikidata.org/entity/Q4471,Delirious,entity,films,film,cultural agnostic,Delirious (2006 film),4934,13,49.69230769230769,51.0,33.5843017709731
http://www.wikidata.org/entity/Q10264925,demagogue,concept,politics,politician,cultural agnostic,Demagogue,35501,146,66.05035971223022,42.0,66.60895480025818
http://www.wikidata.org/entity/Q672490,deme,concept,geography,geographic location,cultural exclusive,Deme,5550,45,42.0,34.0,39.435217301751536
http://www.wikidata.org/entity/Q2734949,demersal,concept,biology,fish,cultural agnostic,Demersal fish,17694,120,49.48739495798319,33.0,49.028008723914574
http://www.wikidata.org/entity/Q5255191,Demeter Hunyadi,entity,philosophy and religion,religious leader,cultural exclusive,Demeter Hunyadi,245,4,62.0,57.0,16.30950643030009
http://www.wikidata.org/entity/Q17151372,DEMI GODZ,entity,music,musician,cultural exclusive,Demigodz,7188,38,75.97297297297297,25.0,100.5717402912741
http://www.wikidata.org/entity/Q43044,Demi Moore,entity,fashion,model,cultural representative,Demi Moore,36440,307,40.980132450331126,28.5,39.09946057429693
http://www.wikidata.org/entity/Q63755,Democratic Labour Party of Lithuania,entity,politics,political party,cultural exclusive,Democratic Labour Party of Lithuania,4300,32,41.96666666666667,16.0,59.612908743735105
http://www.wikidata.org/entity/Q66451430,Democratic parties of China,concept,politics,political party,cultural exclusive,Democratic parties (China),4727,22,58.18181818181818,26.0,77.17844515597743
http://www.wikidata.org/entity/Q41980,Democritus,entity,philosophy and religion,philosopher,cultural representative,Democritus,10936,46,85.04545454545455,72.5,62.28233170791863
http://www.wikidata.org/entity/Q562734,Demon Diary,entity,comics and anime,comics,cultural representative,Demon Diary,1218,7,107.28571428571429,137.0,85.29396944972017
http://www.wikidata.org/entity/Q31326,Dengeki Maoh,entity,media,magazine,cultural exclusive,Dengeki Maoh,426,8,72.71428571428571,51.0,47.996173316851255
http://www.wikidata.org/entity/Q652698,denim,concept,fashion,textile,cultural representative,Denim,6264,37,83.85714285714286,47.0,98.31179056077306
http://www.wikidata.org/entity/Q448,Denis Diderot,entity,philosophy and religion,philosopher,cultural representative,Denis Diderot,38691,156,55.87586206896552,41.0,52.87876606085761
http://www.wikidata.org/entity/Q2366025,Deobandi,entity,philosophy and religion,religious movement,cultural representative,Deobandi movement,26746,245,44.8099173553719,23.0,55.05599164210603
http://www.wikidata.org/entity/Q5260216,department of corrections,concept,politics,government agency,cultural agnostic,Department of Corrections,4671,46,56.04761904761905,31.5,62.058326014036176
http://www.wikidata.org/entity/Q5260434,department of parks and recreation,concept,politics,government agency,cultural agnostic,Department of Parks and Recreation,282,1,86.0,86.0,0.0
http://www.wikidata.org/entity/Q474456,Deposition,entity,gestures and habits,ritual,cultural exclusive,Deposition (university),5247,36,113.38235294117646,84.5,76.16468793726733
http://www.wikidata.org/entity/Q507134,Dépôt des marbres,entity,architecture,building,cultural exclusive,Dépôt des marbres,1160,10,29.555555555555557,20.0,27.632955812101972
http://www.wikidata.org/entity/Q111193712,Deputy Leader of the Government in the Legislative Council,entity,politics,politician,cultural exclusive,Deputy Leader of the Government in the Legislative Council (New South Wales),1029,8,23.375,5.0,43.608879543047195
http://www.wikidata.org/entity/Q5261098,deputy party leader,concept,politics,politician,cultural agnostic,Deputy leader,676,8,41.57142857142857,25.0,42.644233047915144
http://www.wikidata.org/entity/Q18206482,Deputy President of the Nigerian Senate,concept,politics,politician,cultural exclusive,Deputy President of the Nigerian Senate,515,5,10.75,10.0,7.39509972887452
http://www.wikidata.org/entity/Q8637,Des Plaines River,entity,geography,river,cultural exclusive,Des Plaines River,9555,83,56.03703703703704,34.0,63.69651122187254
http://www.wikidata.org/entity/Q577996,descant,entity,music,music genre,cultural agnostic,Descant,7184,47,37.37777777777778,23.0,46.801846539492146
http://www.wikidata.org/entity/Q5322166,designer,concept,visual arts,artist,cultural agnostic,Designer,2181,6,67.83333333333333,48.5,56.114218835831224
http://www.wikidata.org/entity/Q29092,Desmond Llewelyn,entity,performing arts,actor,cultural representative,Desmond Llewelyn,8285,84,35.02439024390244,23.0,35.61582808238566
http://www.wikidata.org/entity/Q48344369,desnuda,concept,fashion,model,cultural agnostic,Desnuda,465,7,78.57142857142857,37.0,77.82371497329653
http://www.wikidata.org/entity/Q106071447,destination painting,concept,visual arts,painting,cultural agnostic,Destination painting,896,9,51.666666666666664,22.0,59.22274337898687
http://www.wikidata.org/entity/Q3045261,detachment,entity,philosophy and religion,religion,cultural agnostic,Nonattachment (philosophy),5899,36,75.0909090909091,48.0,71.4034052478713
http://www.wikidata.org/entity/Q109599,Detlef Weigel,entity,biology,biologist,cultural exclusive,Detlef Weigel,3249,39,72.4054054054054,42.0,78.6313531646971
http://www.wikidata.org/entity/Q168407,Deutsche Grammophon,entity,media,production company,cultural representative,Deutsche Grammophon,6523,81,35.4,26.5,32.137439225924645
http://www.wikidata.org/entity/Q316296,Deutsche Post of the GDR,entity,politics,government agency,cultural exclusive,Deutsche Post of the GDR,8173,49,96.06666666666666,69.0,89.07659625288788
http://www.wikidata.org/entity/Q691086,Deutscher Jugendliteraturpreis,concept,literature,literary award,cultural exclusive,Deutscher Jugendliteraturpreis,3763,10,37.9,33.0,16.68202625582396
http://www.wikidata.org/entity/Q865909,development aid,entity,politics,policy,cultural agnostic,Development aid,35586,109,58.925925925925924,41.0,62.46446452060855
http://www.wikidata.org/entity/Q551458,deviled egg,concept,food,food,cultural agnostic,Deviled egg,7238,50,84.10416666666667,50.0,92.15436315935104
http://www.wikidata.org/entity/Q97275377,Devilish Darlings Portal Fantasy,entity,comics and anime,manga,cultural representative,Devilish Darlings Portal Fantasy,794,6,78.16666666666667,43.0,77.65826134775074
http://www.wikidata.org/entity/Q2632547,Devilman,entity,comics and anime,manga,cultural representative,Devilman,20014,91,32.258823529411764,20.0,43.68258582659994
http://www.wikidata.org/entity/Q5267626,Devnarayan Ki Phad,concept,visual arts,painting,cultural exclusive,Devnarayan Ki Phad,4104,13,100.15384615384616,66.0,105.36810651151744
http://www.wikidata.org/entity/Q124645451,Dhado Bargachh,entity,literature,poetry,cultural exclusive,Dhado Bargachh,1441,8,46.125,41.5,35.39575362949629
http://www.wikidata.org/entity/Q13182447,Dhan Nach,concept,performing arts,folk dance,cultural exclusive,Dhan Nach,2419,14,91.5,34.0,112.6725660613849
http://www.wikidata.org/entity/Q24403,Dia do Fico,entity,history,historical event,cultural exclusive,Dia do Fico,2231,12,50.916666666666664,32.0,62.08120801731301
http://www.wikidata.org/entity/Q5270538,dialectical naturalism,entity,philosophy and religion,philosophical movement,cultural agnostic,Dialectical naturalism,25047,144,63.347517730496456,45.0,61.70807340717722
http://www.wikidata.org/entity/Q66027,Diana Amft,entity,music,musician,cultural exclusive,Diana Amft,1445,15,54.583333333333336,36.0,55.63790424601639
http://www.wikidata.org/entity/Q5272160,diaulos,concept,architecture,architectural structure,cultural exclusive,Diaulos (architecture),1057,7,42.57142857142857,38.0,16.299492918117274
http://www.wikidata.org/entity/Q267992,Dick Dillin,entity,comics and anime,comics artist,cultural exclusive,Dick Dillin,4454,68,27.98507462686567,15.0,32.905333477463614
http://www.wikidata.org/entity/Q2502127,didacticism,entity,visual arts,art movement,cultural agnostic,Didacticism,2051,17,89.5,64.5,80.42853971072707
http://www.wikidata.org/entity/Q3298465,Didcot power stations,entity,geography,geographic location,cultural exclusive,Didcot power stations,16341,62,31.661290322580644,15.5,34.64750772975532
http://www.wikidata.org/entity/Q1440,Didius Julianus,entity,politics,politician,cultural exclusive,Didius Julianus,8783,66,52.390625,48.0,46.86137041433354
http://www.wikidata.org/entity/Q541144,Die Schwalbe,entity,media,magazine,cultural exclusive,Die Schwalbe,2386,8,92.25,78.0,97.33158531535382
http://www.wikidata.org/entity/Q120336550,Die Wergelder,entity,comics and anime,manga,cultural representative,Die Wergelder,1093,13,56.45454545454545,40.0,63.409726292026775
http://www.wikidata.org/entity/Q297,Diego Velázquez,entity,visual arts,artist,cultural representative,Diego Velázquez,33352,176,57.9,45.5,50.09093495539769
http://www.wikidata.org/entity/Q108624,Diethard Tautz,entity,biology,biologist,cultural exclusive,Diethard Tautz,4360,31,41.774193548387096,40.0,24.387608801588424
http://www.wikidata.org/entity/Q14678,Dietrich von Hildebrand,entity,literature,writer,cultural representative,Dietrich von Hildebrand,12911,62,87.11475409836065,67.0,75.76453999082618
http://www.wikidata.org/entity/Q4505975,digital comic,concept,comics and anime,comics,cultural agnostic,Digital comic,7381,44,44.11904761904762,28.5,41.84677400148147
http://www.wikidata.org/entity/Q919982,digital poetry,concept,literature,poetry,cultural agnostic,Digital poetry,6328,36,53.138888888888886,30.0,65.09230743839338
http://www.wikidata.org/entity/Q119070334,digital policy,concept,politics,policy,cultural agnostic,Digital policy,9546,35,65.75757575757575,49.0,65.63352354022193
http://www.wikidata.org/entity/Q6017615,Dilber dudağı,entity,food,food,cultural representative,Dilber dudağı,530,10,54.125,41.5,61.46632716374064
http://www.wikidata.org/entity/Q42904,Dima Bilan,entity,fashion,model,cultural representative,Dima Bilan,8517,66,74.28125,52.0,76.6241779625563
http://www.wikidata.org/entity/Q5277223,dime museum,concept,history,museum,cultural exclusive,Dime museum,5865,53,53.04081632653061,16.0,76.52236146000229
http://www.wikidata.org/entity/Q2347558,Din-e Ilahi,entity,philosophy and religion,religion,cultural exclusive,Din-i Ilahi,7164,60,87.86440677966101,70.0,67.11625573562729
http://www.wikidata.org/entity/Q577775,Dino,entity,transportation,automobile manufacturer,cultural representative,Dino (marque),26142,116,22.6,17.0,24.747349440855803
http://www.wikidata.org/entity/Q18245463,diocesan chancery,concept,politics,government,cultural agnostic,Diocesan chancery,6052,43,84.375,44.5,96.22465575412572
http://www.wikidata.org/entity/Q59138,Diogenes Laërtius,entity,philosophy and religion,philosopher,cultural representative,Diogenes Laertius,14051,127,46.39495798319328,23.0,55.71750754338329
http://www.wikidata.org/entity/Q59137,Diogenes of Oenoanda,entity,philosophy and religion,philosopher,cultural representative,Diogenes of Oenoanda,2893,18,108.6470588235294,96.0,85.1496545372914
http://www.wikidata.org/entity/Q59180,Diogenes of Sinope,entity,philosophy and religion,philosopher,cultural representative,Diogenes,25611,93,59.333333333333336,55.0,46.866851741019424
http://www.wikidata.org/entity/Q696284,Dionysian Mysteries,entity,gestures and habits,ritual,cultural representative,Dionysian Mysteries,9394,88,72.86206896551724,59.0,53.798725023091265
http://www.wikidata.org/entity/Q3708591,Diotto,entity,gestures and habits,tradition,cultural exclusive,Diotto,5915,29,56.07142857142857,43.5,46.67741008501755
http://www.wikidata.org/entity/Q213283,diplomatic mission,concept,politics,government agency,cultural agnostic,Diplomatic mission,10360,59,89.22033898305085,51.0,86.68490920933615
http://www.wikidata.org/entity/Q5280355,Direct manipulation animation,entity,comics and anime,animation technique,cultural agnostic,Direct manipulation animation,1002,6,64.4,51.0,52.57604017040462
http://www.wikidata.org/entity/Q3455803,director,concept,visual arts,artist,cultural agnostic,Director (creative work),23,0,0.0,0.0,0.0
http://www.wikidata.org/entity/Q16829741,Directorates of the Scottish Government,concept,politics,government agency,cultural exclusive,Directorates of the Scottish Government,2264,29,25.655172413793103,9.0,37.311619584316574
http://www.wikidata.org/entity/Q756230,directory service,concept,books,book,cultural agnostic,Directory service,4240,36,43.77142857142857,35.0,40.467331243352135
http://www.wikidata.org/entity/Q73603,dirndl,entity,fashion,traditional costume,cultural representative,Dirndl,45186,151,76.85416666666667,54.5,70.65015223208417
http://www.wikidata.org/entity/Q7340,Discordianism,entity,philosophy and religion,religion,cultural exclusive,Discordianism,17999,58,61.578947368421055,41.0,61.415166813104406
http://www.wikidata.org/entity/Q178837,Disney Channel,entity,media,production company,cultural representative,Disney Channel,15214,109,48.21296296296296,33.0,59.78232906970611
http://www.wikidata.org/entity/Q742886,Disney Comics,entity,literature,publisher,cultural representative,Disney Comics (publishing),4872,38,24.636363636363637,15.0,27.506272763177385
http://www.wikidata.org/entity/Q906229,Disney comics,concept,comics and anime,comics,cultural representative,Disney comics,54692,287,27.811244979919678,13.0,36.719939130877194
http://www.wikidata.org/entity/Q123018834,Disney Jr.,entity,media,television,cultural representative,Disney Jr. (programming block),7190,31,30.774193548387096,20.0,35.86777660440056
http://www.wikidata.org/entity/Q186302,distraint,concept,politics,law,cultural agnostic,Distraint,7205,32,35.80769230769231,22.0,56.473968973303386
http://www.wikidata.org/entity/Q478685,Distribution Select,entity,music,record label,cultural exclusive,Distribution Select,735,6,71.2,17.0,76.79687493641913
http://www.wikidata.org/entity/Q851110,district of Budapest,concept,geography,neighborhood,cultural exclusive,List of districts in Budapest,2972,34,47.71875,23.0,60.95399616462812
http://www.wikidata.org/entity/Q131366,Disturbed,entity,music,musical group,cultural representative,Disturbed (band),28183,163,36.91875,23.5,40.03919515221928
http://www.wikidata.org/entity/Q28130222,divided government,concept,politics,government,cultural agnostic,Divided government,2848,28,89.10714285714286,81.0,63.44589330721903
http://www.wikidata.org/entity/Q579772,diving platform,concept,sports,sports equipment,cultural agnostic,Diving platform,1492,9,42.625,47.0,26.181756530072615
http://www.wikidata.org/entity/Q498735,division of Korea,entity,history,historical event,cultural exclusive,Division of Korea,29131,121,67.86486486486487,39.0,73.80354815642154
http://www.wikidata.org/entity/Q5284735,diwan-khane,concept,architecture,building,cultural exclusive,Diwan-khane,1188,11,62.75,40.5,68.37351460909407
http://www.wikidata.org/entity/Q169802,DJK Agon 08 Düsseldorf,entity,sports,sports club,cultural exclusive,DJK Agon 08 Düsseldorf,462,14,103.57142857142857,117.0,72.22852056960235
http://www.wikidata.org/entity/Q15253,Dmitry Puchkov,entity,literature,writer,cultural exclusive,Dmitry Puchkov,11762,61,63.23529411764706,45.0,55.801324123474906
http://www.wikidata.org/entity/Q1233944,doctrine of lapse,entity,politics,policy,cultural exclusive,Doctrine of lapse,4509,46,31.41304347826087,19.0,31.365708280774268
http://www.wikidata.org/entity/Q93204,documentary film,entity,films,film genre,cultural agnostic,Documentary film,35109,253,35.83817427385892,19.0,44.957272882687924
http://www.wikidata.org/entity/Q38936,dog sport,concept,sports,sport,cultural agnostic,List of dog sports,929,1,275.0,275.0,0.0
http://www.wikidata.org/entity/Q3033729,Doga Kobo,entity,comics and anime,animation studio,cultural representative,Doga Kobo,945,19,47.22222222222222,21.5,62.91224536832198
http://www.wikidata.org/entity/Q668711,dōjinshi,concept,comics and anime,manga,cultural representative,Doujinshi,12398,58,47.45614035087719,35.0,46.517331301557896
http://www.wikidata.org/entity/Q19691705,Dōkyūsei,entity,comics and anime,manga,cultural representative,Classmates (manga),10426,73,56.815384615384616,24.0,72.31063169148297
http://www.wikidata.org/entity/Q123865,Dolly Martin,entity,fashion,model,cultural representative,Dolly Martin,1553,15,29.0,16.0,31.298562267299115
http://www.wikidata.org/entity/Q8157,dolphin,concept,architecture,architectural structure,cultural agnostic,Dolphin (structure),2219,13,30.76923076923077,21.0,38.19616139826265
http://www.wikidata.org/entity/Q19872684,Dolphin lamp standard,concept,history,monument,cultural exclusive,Dolphin lamp standard,2223,20,24.473684210526315,11.0,43.8374610543283
http://www.wikidata.org/entity/Q5289711,Dom-ino House,concept,architecture,architectural structure,cultural agnostic,Dom-Ino House,1047,8,89.0,56.0,91.02276010505756
http://www.wikidata.org/entity/Q30434,Dôme du Goûter,entity,geography,mountain,cultural agnostic,Dôme du Goûter,1226,9,54.55555555555556,15.0,68.70728751758936
http://www.wikidata.org/entity/Q2276446,domestic worker cook,concept,food,cook,cultural agnostic,Cook (domestic worker),1829,13,34.30769230769231,22.0,32.09453491792073
http://www.wikidata.org/entity/Q622852,domesticated animal,concept,biology,animal,cultural agnostic,Domesticated animal,1782,10,81.7,66.0,84.1701253414773
http://www.wikidata.org/entity/Q5290273,Domiati,entity,food,food,cultural exclusive,Domiati,1052,13,139.9090909090909,125.0,90.16797914342939
http://www.wikidata.org/entity/Q2439061,dominant-party system,concept,politics,political party,cultural agnostic,Dominant-party system,9677,50,68.06382978723404,44.0,71.21929103213513
http://www.wikidata.org/entity/Q32910,Domino,entity,films,film,cultural agnostic,Domino (2005 film),11577,74,45.41095890410959,31.0,50.426356344167836
http://www.wikidata.org/entity/Q3035643,Domus Galilaeana,entity,history,archive,cultural exclusive,Domus Galilaeana,2830,12,145.1818181818182,136.0,91.67513609759408
http://www.wikidata.org/entity/Q46477,Don Giovanni in Sicilia,entity,films,film,cultural exclusive,Don Juan in Sicily,423,6,25.2,28.0,12.890306435457616
http://www.wikidata.org/entity/Q135475,"don't ask, don't tell",entity,politics,policy,cultural exclusive,"Don't ask, don't tell",63269,199,41.38383838383838,18.0,58.36833704248557
http://www.wikidata.org/entity/Q5294651,Donald Kraybill,entity,philosophy and religion,religious leader,cultural exclusive,Donald Kraybill,6151,34,33.59375,15.0,46.17890439299638
http://www.wikidata.org/entity/Q1240909,Donaufestival,entity,music,music festival,cultural exclusive,Donaufestival,412,4,124.25,81.5,99.87836352283712
http://www.wikidata.org/entity/Q1240934,Donauinselfest,entity,music,music festival,cultural exclusive,Donauinselfest,4566,70,52.166666666666664,35.5,66.82010751021558
http://www.wikidata.org/entity/Q450465,Donauzentrum,entity,architecture,architectural structure,cultural exclusive,Donau Zentrum,3445,7,52.714285714285715,33.0,48.28698223187306
http://www.wikidata.org/entity/Q3036242,Doncaster RLFC,entity,sports,sports team,cultural exclusive,Doncaster R.L.F.C.,12577,54,14.358490566037736,4.0,36.32562084530808
http://www.wikidata.org/entity/Q904958,Donghak,entity,philosophy and religion,philosophy,cultural exclusive,Donghak,4006,45,49.40909090909091,35.5,51.979155866828954
http://www.wikidata.org/entity/Q25688755,"Donna, tant vos ai preiada",entity,literature,poetry,cultural exclusive,"Domna, tant vos ai preiada",638,7,88.28571428571429,77.0,82.32290826064028
http://www.wikidata.org/entity/Q1074386,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,entity,comics and anime,animated film,cultural representative,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,5484,10,48.888888888888886,43.0,35.50412947639391
http://www.wikidata.org/entity/Q1122636,Doraemon: Nobita's Dorabian Nights,entity,comics and anime,animated film,cultural representative,Doraemon: Nobita's Dorabian Nights,3874,14,77.78571428571429,78.0,55.290374480591844
http://www.wikidata.org/entity/Q1245432,Dork Tower,entity,comics and anime,comics,cultural exclusive,Dork Tower,2104,23,45.95652173913044,20.0,56.23357983398513
http://www.wikidata.org/entity/Q64814,Dou Wei,entity,music,musician,cultural exclusive,Dou Wei,1916,13,23.2,11.5,20.970455407548975
http://www.wikidata.org/entity/Q1251417,double feature,concept,films,film,cultural agnostic,Double feature,8994,68,48.34920634920635,32.0,52.46348956622459
http://www.wikidata.org/entity/Q174539,Double Gloucester cheese,entity,food,food,cultural representative,Gloucester cheese,3042,22,77.95238095238095,39.0,83.21313780801007
http://www.wikidata.org/entity/Q1242936,double summit,concept,geography,mountain,cultural agnostic,Double summit,838,16,99.64285714285714,64.0,91.29669618717797
http://www.wikidata.org/entity/Q1214796,double-bassist,entity,music,musical profession,cultural agnostic,Double bassist,98025,473,36.95503211991435,23.0,41.653821006508196
http://www.wikidata.org/entity/Q5299612,double-sided painting,concept,visual arts,painting,cultural agnostic,Double-sided painting,691,9,92.66666666666667,71.0,75.20342781785652
http://www.wikidata.org/entity/Q445972,doublet,concept,fashion,clothing,cultural agnostic,Doublet (clothing),5482,47,47.58695652173913,18.5,64.28285865473157
http://www.wikidata.org/entity/Q18569,Douglas,entity,geography,city,cultural exclusive,"Douglas, Isle of Man",15599,107,44.05714285714286,14.0,61.38013151026713
http://www.wikidata.org/entity/Q18544,Download Festival,entity,music,music festival,cultural representative,Download Festival,82820,1329,19.514111365369946,12.0,24.73813253515781
http://www.wikidata.org/entity/Q251192,downtempo,entity,music,music genre,cultural agnostic,Downtempo,2876,47,50.40425531914894,33.0,59.6780937657134
http://www.wikidata.org/entity/Q1050303,downtown,concept,geography,neighborhood,cultural agnostic,Downtown,25682,93,63.494623655913976,37.0,68.66133557798733
http://www.wikidata.org/entity/Q47490,Doyle's Delight,entity,geography,mountain,cultural exclusive,Doyle's Delight,2247,8,65.0,27.0,80.12133655543055
http://www.wikidata.org/entity/Q130232,drama film,concept,films,film,cultural agnostic,Drama (film and television),11400,117,51.91379310344828,53.0,34.50201617435023
http://www.wikidata.org/entity/Q3070432,Drama International Short Film Festival,entity,films,film festival,cultural exclusive,Drama International Short Film Festival,1603,8,43.4,45.0,22.517548712060112
http://www.wikidata.org/entity/Q487596,dramaturge,concept,literature,writer,cultural agnostic,Dramaturge,3045,10,89.2,71.0,70.35168796837785
http://www.wikidata.org/entity/Q5306056,drawn-on-film animation,entity,comics and anime,animation technique,cultural agnostic,Drawn-on-film animation,2725,15,35.86666666666667,22.0,48.70573774093653
http://www.wikidata.org/entity/Q549238,Dražen Petrović Basketball Hall,entity,architecture,building,cultural exclusive,Dražen Petrović Basketball Hall,1245,25,64.72,54.0,40.44405518738199
http://www.wikidata.org/entity/Q500088,DreamWorks Animation,entity,comics and anime,animation studio,cultural representative,DreamWorks Animation,34194,205,38.56122448979592,27.5,41.39939029584822
http://www.wikidata.org/entity/Q1258549,Dresden Music Festival,entity,music,music festival,cultural exclusive,Dresden Music Festival,1769,18,54.666666666666664,26.0,72.53658080965462
http://www.wikidata.org/entity/Q473848,Dresden Porcelain Collection,entity,history,museum,cultural exclusive,Dresden Porcelain Collection,2229,29,88.3103448275862,60.0,86.31142628167864
http://www.wikidata.org/entity/Q200539,dress,concept,fashion,clothing,cultural agnostic,Dress,12593,86,51.42857142857143,27.0,64.83739472790406
http://www.wikidata.org/entity/Q2631681,dressed herring,entity,food,dish,cultural representative,Dressed herring,1449,29,140.88,130.0,108.2095448655062
http://www.wikidata.org/entity/Q1259030,drill team,concept,sports,sports team,cultural agnostic,Drill team,18879,75,50.0958904109589,17.0,83.17306011153346
http://www.wikidata.org/entity/Q7892,drinking water,concept,food,drink,cultural agnostic,Drinking water,23967,145,62.59440559440559,40.0,64.42562120774099
http://www.wikidata.org/entity/Q366877,Driss Roukhe,entity,performing arts,theatrical director,cultural exclusive,Driss Roukhe,492,4,99.75,112.0,63.46800374992111
http://www.wikidata.org/entity/Q357500,Drop zone,concept,geography,geographic location,cultural agnostic,Drop zone,7259,7,40.0,35.0,25.29163234484217
http://www.wikidata.org/entity/Q5180330,drug house,concept,architecture,building,cultural agnostic,Drug house,1679,7,40.0,34.0,37.242448899072144
