item,type,label,number_sitelinks,sitelinks_translation_entropy,number_claims,po_P495,po_P1343,po_P2596,po_P17,number_of_P31,sum_cultural_claims,po_P172,po_P1268,po_P136,category_architecture,category_biology,category_books,category_comics and anime,category_fashion,category_films,category_food,category_geography,category_gestures and habits,category_history,category_literature,category_media,category_music,category_performing arts,category_philosophy and religion,category_politics,category_sports,category_transportation,category_visual arts
http://www.wikidata.org/entity/Q1057172,1,cultural agnostic,28,4.396291529045929,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q104625,1,cultural representative,29,1.60837182690847,51,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q31532,0,cultural agnostic,17,3.8521687236032816,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q615031,0,cultural exclusive,8,3.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.wikidata.org/entity/Q102341,1,cultural representative,69,2.2992673918392392,141,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2240381,0,cultural agnostic,19,3.7216117239698994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2408388,1,cultural exclusive,8,1.061278124459133,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5437668,1,cultural exclusive,3,0.9182958340544896,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q60668,1,cultural exclusive,9,2.2810361125534233,15,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q756189,1,cultural exclusive,37,5.026888838543454,27,0,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q269482,1,cultural representative,5,0.0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q46533,1,cultural representative,7,2.5216406363433186,64,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q189671,1,cultural exclusive,65,3.4442126496131773,49,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2051883,1,cultural representative,3,1.584962500721156,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q187091,1,cultural exclusive,27,3.0134226870281404,21,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q24869,0,cultural agnostic,40,5.203055907333277,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q537250,0,cultural agnostic,11,3.459431618637298,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q502698,1,cultural exclusive,23,4.436605434317882,63,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q518751,1,cultural exclusive,2,0.0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q7371,1,cultural representative,126,2.795145514054885,266,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q307291,1,cultural representative,19,3.576617644908665,19,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q129305,1,cultural exclusive,8,1.5487949406953985,35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.wikidata.org/entity/Q5442043,1,cultural exclusive,1,0.0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q85843,1,cultural exclusive,10,2.5219280948873624,43,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2603533,1,cultural exclusive,9,0.9864267287308424,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q26178,1,cultural representative,8,1.061278124459133,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5421955,0,cultural exclusive,25,3.7794705707972502,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q470582,1,cultural exclusive,10,0.9219280948873623,7,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q189964,0,cultural agnostic,65,5.545143966741476,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q208373,1,cultural exclusive,96,6.410432422573624,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q43445,0,cultural agnostic,110,6.531270849848968,37,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30315715,0,cultural agnostic,12,3.584962500721156,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q19648,1,cultural exclusive,28,3.0634648712250887,26,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q16838205,1,cultural representative,2,1.0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2739176,0,cultural agnostic,26,4.546593564294937,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2049287,0,cultural exclusive,5,2.321928094887362,14,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q95737,1,cultural exclusive,5,1.5219280948873621,41,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q214564,1,cultural representative,46,1.932480953960709,175,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q71250,1,cultural exclusive,8,1.5487949406953985,87,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1463,1,cultural exclusive,127,2.1090068343122588,130,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q2917160,1,cultural exclusive,6,2.584962500721156,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q959390,1,cultural exclusive,4,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q441917,1,cultural representative,11,0.8453509366224364,33,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.wikidata.org/entity/Q170317,1,cultural representative,23,1.6539967386657088,83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2438447,0,cultural agnostic,8,0.0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q100355757,0,cultural agnostic,6,2.584962500721156,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q1470722,0,cultural agnostic,16,3.875,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5445590,0,cultural agnostic,6,2.584962500721156,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q4116140,0,cultural exclusive,15,1.5589385323502774,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1408575,1,cultural exclusive,10,1.7709505944546688,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q17590416,0,cultural agnostic,1,0.0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1408581,1,cultural exclusive,14,0.37123232664087563,22,1,0,0,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1414683,1,cultural representative,11,2.5503407095463886,18,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1408689,1,cultural exclusive,6,1.7924812503605778,15,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3069967,1,cultural representative,4,0.0,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q597925,1,cultural exclusive,4,1.5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q770546,0,cultural agnostic,7,2.807354922057604,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3817205,0,cultural agnostic,6,2.584962500721156,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q17013437,0,cultural agnostic,3,1.584962500721156,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q4491911,1,cultural agnostic,18,2.8218881955261788,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q283655,1,cultural representative,6,2.584962500721156,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q289572,1,cultural exclusive,5,2.321928094887362,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2158741,0,cultural exclusive,4,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q193141,0,cultural representative,44,4.760456902679037,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q767127,0,cultural agnostic,27,4.236368983644952,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q1316289,1,cultural agnostic,15,2.866247897312731,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q59798,0,cultural agnostic,77,5.0426976655191735,68,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3560496,0,cultural agnostic,2,1.0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q20016,1,cultural exclusive,12,1.780672129520887,10,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q830588,0,cultural agnostic,11,3.2776134368191165,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1402843,0,cultural agnostic,3,1.584962500721156,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5447854,0,cultural representative,8,3.0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q1391488,1,cultural exclusive,8,2.0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q1622217,0,cultural agnostic,33,4.369707376737533,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q4483467,0,cultural agnostic,10,3.321928094887362,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q5448076,0,cultural agnostic,1,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q1347261,1,cultural representative,6,2.584962500721156,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1412659,1,cultural agnostic,6,2.584962500721156,14,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q382073,1,cultural exclusive,28,1.781975537935171,28,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q1414130,1,cultural agnostic,12,2.617492461184755,18,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q10800557,0,cultural agnostic,23,4.262692390839622,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
http://www.wikidata.org/entity/Q1257444,0,cultural agnostic,31,4.7362967135428935,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2359975,0,cultural representative,13,2.7192945256669794,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q368290,0,cultural agnostic,18,4.169925001442312,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1427084,1,cultural exclusive,15,3.1329145639793974,24,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q185867,0,cultural representative,54,3.315605878533927,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q375336,0,cultural agnostic,44,5.0614821867207755,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3072105,1,cultural exclusive,9,0.9864267287308424,17,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q128490,1,cultural exclusive,5,0.9709505944546686,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q198625,1,cultural exclusive,8,2.5,13,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5450120,0,cultural agnostic,2,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5450695,1,cultural representative,3,0.0,9,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2366737,1,cultural exclusive,20,4.321928094887363,31,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q5451548,0,cultural agnostic,1,0.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q1621263,1,cultural agnostic,5,2.321928094887362,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1158874,1,cultural agnostic,13,3.7004397181410926,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q2777244,1,cultural exclusive,14,3.8073549220576055,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q3490749,1,cultural agnostic,6,2.584962500721156,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q768001,1,cultural exclusive,16,3.274397470347699,69,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q910548,1,cultural agnostic,7,2.5216406363433186,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q16743864,1,cultural agnostic,42,5.249460279921619,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3892002,0,cultural agnostic,21,4.39231742277876,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5455345,0,cultural agnostic,4,0.8112781244591328,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5370520,0,cultural agnostic,5,2.321928094887362,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1255047,1,cultural representative,21,4.39231742277876,7,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q670113,0,cultural agnostic,5,1.5219280948873621,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q3764997,1,cultural agnostic,5,2.321928094887362,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q516967,0,cultural agnostic,16,1.6216407621868583,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1188398,0,cultural agnostic,14,3.6644977792004623,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1369644,1,cultural agnostic,16,3.577819531114783,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3544437,0,cultural agnostic,5,2.321928094887362,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1143415,0,cultural agnostic,27,3.8789065964448324,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q852335,1,cultural representative,27,1.2645665437059141,69,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5458447,0,cultural agnostic,4,1.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q106648,1,cultural representative,63,1.4345369157421988,104,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5458678,1,cultural representative,4,2.0,9,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q5458980,0,cultural representative,1,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q5459759,1,cultural exclusive,2,1.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1429277,1,cultural agnostic,12,3.418295834054489,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q4491179,0,cultural agnostic,3,1.584962500721156,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q30326006,0,cultural exclusive,1,0.0,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q730654,1,cultural exclusive,3,0.9182958340544896,19,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.wikidata.org/entity/Q92340,1,cultural representative,8,1.061278124459133,60,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q69652198,1,cultural agnostic,1,0.0,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q28407920,1,cultural agnostic,2,1.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2613628,0,cultural exclusive,8,1.061278124459133,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3482189,1,cultural exclusive,3,0.9182958340544896,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q2071567,0,cultural agnostic,16,2.75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q131689,0,cultural agnostic,53,3.85634593758375,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q2917486,0,cultural agnostic,17,3.969815782426811,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1428466,1,cultural agnostic,8,3.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.wikidata.org/entity/Q266157,1,cultural representative,4,0.0,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1587665,0,cultural agnostic,10,3.1219280948873624,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1435207,1,cultural exclusive,6,0.0,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
http://www.wikidata.org/entity/Q496797,1,cultural representative,5,0.7219280948873623,16,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1147867,0,cultural exclusive,18,4.058813890331201,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q28674584,1,cultural exclusive,6,2.584962500721156,7,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1068640,0,cultural agnostic,47,5.0201332031933035,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.wikidata.org/entity/Q646264,1,cultural exclusive,7,2.1280852788913944,29,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q1278380,0,cultural agnostic,7,2.1280852788913944,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.wikidata.org/entity/Q5465302,1,cultural agnostic,2,1.0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
http://www.wikidata.org/entity/Q3480053,0,cultural agnostic,11,3.459431618637298,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
